Accident_Index,longitude,latitude,Accident_Severity,Day_of_Week,Time,Speed_limit,Light_Conditions,Weather_Conditions,Date
30484,74.59475789,27.45877423,3,5,20:42,40,4,1,31-03-2018
30485,74.58540113,27.47311017,3,1,20:00,70,4,1,17-01-2018
30487,74.59377074,27.47105518,3,5,09:00,40,1,9,17-03-2018
30487,74.71043735,27.47487772,3,3,13:00,30,1,9,18-01-2018
30488,74.70724095,27.47187331,3,2,08:24,70,1,1,04-04-2018
30489,74.58784093,27.47508713,3,5,17:58,30,1,1,07-04-2018
30490,74.72028412,27.4583375,3,7,15:20,40,1,1,09-04-2018
30491,74.71297279,27.45977547,3,3,08:40,70,1,1,05-04-2018
30492,74.71227187,27.47110555,2,4,12:28,30,1,1,30-03-2018
30493,74.71747923,27.4701341,3,7,05:10,30,4,2,09-04-2018
30494,74.58780441,27.45837254,3,4,10:20,30,1,1,07-04-2018
30495,74.71837747,27.45954002,2,1,10:29,30,1,1,27-03-2018
30497,74.5978119,27.47257449,3,7,10:50,30,1,1,12-03-2018
30497,74.5995549,27.47554041,2,2,07:07,70,1,1,04-04-2018
30498,74.59707527,27.47373541,3,7,10:55,40,1,1,09-04-2018
30499,74.59730781,27.47071107,3,3,17:55,30,1,1,05-04-2018
30500,74.71903383,27.47524417,2,7,13:25,30,1,1,08-04-2018
30501,74.71545812,27.45934035,3,3,08:15,70,1,1,12-04-2018
30502,74.58732457,27.47320093,3,7,19:40,30,1,1,08-04-2018
30503,74.70470205,27.47371531,3,7,15:20,30,1,1,08-04-2018
30504,74.70787434,27.45907015,3,1,15:10,70,1,1,03-04-2018
30505,74.58735071,27.47011374,3,3,07:30,50,1,1,12-04-2018
30507,74.59094475,27.47047804,3,2,08:50,30,1,1,11-04-2018
30507,74.59878538,27.47572427,3,2,22:10,30,4,1,11-04-2018
30508,74.70932558,27.47022805,3,2,17:49,30,1,1,11-04-2018
30509,74.59734073,27.47224798,2,4,23:45,70,4,1,13-04-2018
30510,74.71473709,27.45859194,3,4,07:54,30,1,1,13-04-2018
30511,74.71414745,27.45825948,3,5,17:37,30,1,1,14-04-2018
30512,74.58714412,27.47053131,2,2,17:25,40,1,1,11-04-2018
30513,74.58703779,27.47553798,3,7,12:20,70,1,1,17-04-2018
30514,74.58935777,27.47577884,3,3,19:15,30,1,1,05-04-2018
30515,74.70771707,27.47199334,3,5,17:30,40,1,1,14-04-2018
30517,74.70278758,27.4747751,3,4,17:20,30,1,1,13-04-2018
30517,74.71075905,27.47484793,3,7,23:22,30,4,2,15-04-2018
30518,74.70495454,27.4732737,2,1,17:30,40,1,1,10-04-2018
30519,74.59303429,27.45857727,2,7,17:40,40,1,1,08-04-2018
30520,74.58707003,27.45977748,3,1,14:22,30,1,1,10-04-2018
30521,74.71385375,27.47307879,2,7,13:10,30,1,1,17-04-2018
30522,74.70919443,27.47178592,3,7,13:30,30,1,1,02-04-2018
30523,74.71778054,27.47035257,3,3,11:01,30,1,1,22-02-2018
30524,74.71292278,27.47130577,3,5,20:05,30,4,1,14-04-2018
30525,74.70758282,27.45949434,3,4,15:30,30,1,1,13-04-2018
30527,74.7185774,27.45902787,3,1,15:20,70,1,1,10-04-2018
30527,74.58714132,27.47127987,3,3,08:25,30,1,1,19-04-2018
30528,74.70355772,27.45990421,3,5,08:07,70,1,1,21-04-2018
30529,74.70990529,27.45897944,2,3,07:55,70,1,1,19-04-2018
30530,74.7152375,27.47532154,3,2,22:55,40,4,1,18-04-2018
30531,74.59005107,27.47437314,3,2,23:30,70,4,1,18-04-2018
30532,74.70724707,27.45959493,3,4,10:00,40,1,1,13-04-2018
30533,74.70319987,27.47522908,3,2,17:15,70,1,1,18-04-2018
30534,74.59957289,27.47129092,1,7,12:20,70,1,1,23-04-2018
30535,74.71470459,27.47105807,3,3,05:50,30,1,1,19-04-2018
30537,74.5884117,27.47132323,3,7,12:27,70,1,2,15-04-2018
30537,74.7022928,27.47421725,3,7,13:49,70,1,1,17-04-2018
30538,74.5899117,27.45907107,3,2,17:10,30,1,1,18-04-2018
30539,74.71531384,27.47008742,3,3,20:00,70,1,1,19-04-2018
30540,74.71553577,27.47412728,3,4,17:30,70,1,1,20-04-2018
30541,74.71474985,27.45977777,1,2,14:07,40,1,1,25-04-2018
30542,74.70323572,27.47550704,3,4,07:50,30,1,1,20-04-2018
30543,74.58994314,27.45904471,3,4,08:17,70,1,2,20-04-2018
30544,74.59388237,27.47495349,2,2,17:11,70,1,1,11-04-2018
30545,74.71807725,27.47374151,3,7,07:15,30,1,1,23-04-2018
30547,74.70834302,27.47427874,3,2,09:25,30,1,1,11-04-2018
30547,74.58827717,27.47337171,2,3,10:48,70,1,1,19-04-2018
30548,74.71427771,27.47545301,3,2,08:29,70,1,1,25-04-2018
30549,74.70527181,27.47530344,2,7,11:51,70,1,1,15-04-2018
30550,74.70375577,27.47442249,3,3,20:05,30,4,1,15-02-2018
30551,74.71578022,27.45857923,3,2,08:45,30,1,1,18-04-2018
30552,74.70271487,27.47208574,3,2,18:15,30,1,1,18-04-2018
30553,74.59247777,27.47539944,3,7,13:50,30,1,2,17-04-2018
30554,74.72081452,27.47337934,3,5,13:10,30,1,1,21-04-2018
30555,74.70151274,27.45994301,3,3,17:25,30,1,1,19-04-2018
30557,74.72033547,27.47432207,3,7,11:22,50,1,1,22-04-2018
30557,74.59779755,27.47454551,3,7,09:50,70,1,1,23-04-2018
30558,74.58772875,27.4753538,3,3,07:12,70,1,1,27-04-2018
30559,74.59537227,27.45988371,3,7,19:15,30,1,1,15-04-2018
30570,74.71811897,27.47327773,3,3,13:45,40,1,2,27-04-2018
30571,74.5947884,27.47357451,3,7,19:10,50,1,1,23-04-2018
30572,74.59974547,27.45844404,3,2,09:00,30,1,1,25-04-2018
30573,74.58394104,27.47542112,2,7,11:52,70,1,1,30-04-2018
30574,74.598174,27.47284091,3,3,17:12,30,1,2,27-04-2018
30575,74.59099222,27.45939483,3,2,07:45,30,1,2,11-04-2018
30577,74.58973447,27.45942938,3,7,12:15,30,1,1,23-04-2018
30577,74.594929,27.47451854,3,3,18:42,40,1,2,27-04-2018
30578,74.70008435,27.47381855,2,5,22:37,70,7,1,28-04-2018
30579,74.59737451,27.47132453,3,7,17:30,30,1,1,23-04-2018
30570,74.71727599,27.47259115,3,4,12:00,70,1,1,27-04-2018
30571,74.5853737,27.47320957,3,7,20:53,30,4,1,02-04-2018
30572,74.70179448,27.47214323,3,5,09:10,30,1,1,28-04-2018
30573,74.71070497,27.47323409,3,4,07:40,70,1,1,27-04-2018
30574,74.59840158,27.47358997,3,2,11:45,70,1,1,02-05-2018
30575,74.71804374,27.47478797,3,7,15:55,30,1,1,29-04-2018
30577,74.72070029,27.47089073,3,7,10:50,30,1,1,22-04-2018
30577,74.5871587,27.47274772,3,1,12:10,30,1,2,07-03-2018
30578,74.71079435,27.47350013,2,7,17:50,30,1,1,29-04-2018
30579,74.70943155,27.45911397,3,5,17:42,30,1,1,28-04-2018
30580,74.72173352,27.47230315,3,7,17:15,30,1,1,29-04-2018
30581,74.71304008,27.4718983,3,2,12:09,70,1,1,02-05-2018
30582,74.58977534,27.47144015,3,5,17:35,70,1,4,28-04-2018
30583,74.72171021,27.47213945,3,7,08:10,30,1,2,30-04-2018
30584,74.71792208,27.4597295,3,4,15:55,30,1,1,13-04-2018
30585,74.71204717,27.47373779,2,2,22:38,40,4,1,02-05-2018
30587,74.70807907,27.47393199,3,2,11:47,40,1,1,02-05-2018
30587,74.5927473,27.47275945,3,5,15:30,30,1,1,31-03-2018
30588,74.70775309,27.45948157,3,4,17:37,30,1,1,27-04-2018
30589,74.58754855,27.47177237,3,2,08:30,30,1,1,25-04-2018
30590,74.58427328,27.4588284,3,1,18:15,70,1,1,24-04-2018
30591,74.7125211,27.47271193,3,5,13:00,30,1,1,28-04-2018
30592,74.5899778,27.47475575,3,4,17:42,30,1,1,27-04-2018
30593,74.71750755,27.47573387,3,1,22:00,70,1,1,01-05-2018
30594,74.58784254,27.45927112,3,4,07:45,70,1,2,20-04-2018
30595,74.58533584,27.47383498,3,7,11:19,70,1,2,30-04-2018
30597,74.59999705,27.4719015,3,2,12:00,40,1,2,18-04-2018
30597,74.70751777,27.47255271,2,1,13:30,30,1,1,01-05-2018
30598,74.59750334,27.45824349,3,7,20:00,30,4,1,22-04-2018
30599,74.58740499,27.47330187,3,4,17:30,70,1,1,27-04-2018
30700,74.71941992,27.4728081,3,4,10:00,30,1,2,30-03-2018
30701,74.72002417,27.47343059,3,3,08:35,30,1,1,19-04-2018
30702,74.59572797,27.47047998,3,7,20:35,30,4,1,04-03-2018
30703,74.59744257,27.47240841,3,5,17:20,30,1,2,10-03-2018
30704,74.59244902,27.45939223,3,2,13:11,70,1,1,02-05-2018
30705,74.71035795,27.47458575,3,5,14:07,30,1,1,10-02-2018
30707,74.70733775,27.45992709,3,2,17:01,70,1,2,17-05-2018
30707,74.70295519,27.47142773,3,5,17:35,30,1,2,05-05-2018
30708,74.71771475,27.45997273,3,7,21:20,70,7,5,07-05-2018
30709,74.72178799,27.4729177,3,7,21:15,70,7,5,07-05-2018
30710,74.71573788,27.47193725,2,4,11:00,30,1,1,11-05-2018
30711,74.5859572,27.47072737,3,7,20:40,70,1,1,04-07-2018
30712,74.71717014,27.4717437,3,7,15:00,30,1,1,14-05-2018
30713,74.70948272,27.4717735,3,4,17:35,30,1,9,11-05-2018
30714,74.59918109,27.47385378,3,5,21:40,30,4,1,19-05-2018
30715,74.59423328,27.47134144,3,3,08:40,30,1,1,17-05-2018
30717,74.59312942,27.4701575,3,2,18:29,40,1,1,17-05-2018
30717,74.59848908,27.47282829,3,4,17:45,70,1,1,08-07-2018
30718,74.7207829,27.47390211,3,7,10:22,70,1,1,17-07-2018
30719,74.70054714,27.47189809,3,3,17:22,40,1,9,24-05-2018
30720,74.59594178,27.4704885,3,5,18:30,30,1,1,27-05-2018
30721,74.70400114,27.47295193,3,4,15:30,40,1,1,01-07-2018
30722,74.58852179,27.45891003,3,5,14:30,50,1,1,02-07-2018
30723,74.58800855,27.47051145,3,5,19:12,70,1,1,09-07-2018
30724,74.70143079,27.45840397,3,7,18:30,70,1,1,11-07-2018
30725,74.58523347,27.47277795,3,2,13:00,30,1,1,20-07-2018
30727,74.59718504,27.45982839,3,7,17:40,30,1,1,18-07-2018
30727,74.5851154,27.47120723,2,1,17:25,30,1,2,19-07-2018
30728,74.71317071,27.47344074,3,1,19:20,40,1,1,10-07-2018
30729,74.71955173,27.47474372,3,7,23:45,70,4,1,08-07-2018
30730,74.71240408,27.47275727,2,3,19:10,30,1,1,05-07-2018
30731,74.72182024,27.45953723,2,1,13:19,30,1,1,27-07-2018
30732,74.59737439,27.47053844,3,3,08:37,30,1,2,21-07-2018
30733,74.58870177,27.45827725,2,5,11:45,30,1,1,23-07-2018
30734,74.7002008,27.47055775,2,7,15:05,70,1,1,17-07-2018
30735,74.71375109,27.47479038,3,7,20:59,30,1,1,25-07-2018
30737,74.70772399,27.45904279,3,1,11:12,50,1,1,27-07-2018
30737,74.58777198,27.45978759,3,2,17:58,30,1,1,27-07-2018
30738,74.7191594,27.47397787,3,2,12:25,30,1,1,27-07-2018
30739,74.59028327,27.47375493,3,2,12:55,30,1,1,27-07-2018
30740,74.70972488,27.45877918,2,7,05:47,70,1,2,01-07-2018
30741,74.59717381,27.458775,3,7,13:05,40,1,1,02-07-2018
30742,74.5873014,27.47395495,3,7,17:55,30,1,1,09-07-2018
30743,74.58998019,27.47578155,2,7,11:10,70,1,1,22-07-2018
30744,74.71108425,27.47150522,3,3,09:40,30,1,1,12-07-2018
30745,74.59902284,27.4754907,3,7,07:40,30,1,1,15-07-2018
30747,74.72148557,27.47470472,3,7,15:20,30,1,1,25-07-2018
30747,74.70719289,27.45945777,3,3,21:30,30,4,1,02-08-2018
30748,74.71398071,27.47379895,3,3,08:00,30,1,1,09-08-2018
30749,74.708955,27.4757589,3,4,23:00,30,4,1,10-08-2018
30750,74.71387082,27.47107702,3,3,12:05,30,1,9,09-08-2018
30751,74.58797044,27.47479275,2,5,17:00,30,1,1,04-08-2018
30752,74.70103835,27.47428779,2,1,11:34,70,1,1,21-08-2018
30753,74.58749055,27.47208011,3,7,13:18,30,1,1,27-08-2018
30754,74.58759825,27.47294775,3,5,10:40,30,1,1,25-08-2018
30755,74.71825132,27.47101544,3,2,15:50,30,1,1,29-08-2018
30757,74.72127484,27.47372531,1,3,08:10,30,1,1,30-08-2018
30757,74.59725715,27.47177952,3,3,15:03,30,1,1,30-08-2018
30758,74.59452747,27.47072033,3,4,13:20,30,1,1,24-08-2018
30759,74.70782322,27.47117714,3,7,17:40,30,1,1,27-08-2018
30770,74.71727723,27.47517827,3,1,13:50,30,1,2,11-09-2018
30771,74.58859423,27.47051873,3,7,11:00,30,1,1,09-09-2018
30772,74.59881837,27.47047498,3,4,07:55,30,1,1,14-09-2018
30773,74.5858872,27.45987774,3,7,17:15,30,1,1,17-09-2018
30774,74.70018582,27.47503413,2,1,19:10,40,1,1,18-09-2018
30775,74.70700007,27.47143112,2,2,20:22,30,1,1,19-09-2018
30777,74.70283218,27.47173712,3,4,13:55,40,1,1,21-09-2018
30777,74.72187317,27.4700589,2,4,15:38,30,1,1,21-09-2018
30778,74.59140277,27.47470715,3,4,12:30,30,1,1,21-09-2018
30779,74.70185395,27.47414337,3,4,17:30,40,1,1,21-09-2018
30770,74.58897431,27.47158788,3,7,21:35,70,4,1,24-09-2018
30771,74.59034422,27.47128395,3,2,10:25,30,1,1,27-09-2018
30772,74.71094828,27.47214232,3,2,08:50,30,1,1,27-09-2018
30773,74.59510885,27.47143209,3,4,17:11,40,1,5,28-09-2018
30774,74.71377757,27.47237313,3,2,15:50,30,1,1,03-10-2018
30775,74.59982177,27.45947795,2,3,22:37,30,4,1,27-09-2018
30777,74.59109087,27.4700217,3,1,17:25,30,1,1,02-10-2018
30777,74.71494973,27.4712445,3,2,00:50,70,4,1,03-10-2018
30778,74.58370345,27.47303127,3,7,18:00,30,1,1,07-10-2018
30779,74.58907075,27.47554574,3,7,17:15,30,1,1,07-10-2018
30780,74.59857088,27.45929277,3,7,17:30,10,1,1,01-10-2018
30781,74.70177075,27.45953002,3,7,18:02,30,1,1,08-10-2018
30782,74.7007782,27.45889709,3,7,14:50,70,1,1,07-10-2018
30783,74.70719753,27.4741149,2,4,22:05,30,4,2,12-10-2018
30784,74.72170901,27.47087719,3,3,17:50,30,1,1,11-10-2018
30785,74.71379923,27.45974172,3,1,09:55,30,1,1,17-10-2018
30787,74.58585049,27.47487802,2,1,11:30,30,1,1,17-10-2018
30787,74.70784043,27.47358877,3,5,17:00,30,1,1,13-10-2018
30788,74.5990395,27.45892727,3,5,10:05,30,1,1,20-10-2018
30789,74.59537495,27.47394748,3,7,08:40,30,1,1,10-07-2018
30790,74.70309775,27.47487755,3,3,12:11,30,1,1,04-10-2018
30791,74.59422097,27.4717328,3,7,17:10,30,1,1,28-10-2018
30792,74.70020052,27.45901555,3,7,18:23,40,4,4,29-10-2018
30793,74.58715173,27.47092222,3,7,15:30,30,1,1,30-09-2018
30794,74.59414802,27.45858059,3,5,19:10,70,7,2,03-11-2018
30795,74.597232,27.47577291,3,7,15:10,30,1,1,05-11-2018
30797,74.59821893,27.47277271,2,3,12:25,30,1,5,08-11-2018
30797,74.70785579,27.47370059,3,3,09:00,70,1,2,08-11-2018
30798,74.59110342,27.47273057,3,4,15:07,30,1,1,09-11-2018
30799,74.58398475,27.47152212,3,5,09:05,30,1,2,10-11-2018
30700,74.58901552,27.47375488,2,1,08:15,40,1,1,13-11-2018
30701,74.7152484,27.47141705,2,3,08:35,30,1,1,15-11-2018
30702,74.59115997,27.47211277,3,4,10:50,30,1,1,17-11-2018
30703,74.58777893,27.47034335,3,5,18:45,30,4,9,10-11-2018
30704,74.71523424,27.4588177,3,5,21:30,30,4,1,10-11-2018
30705,74.71371807,27.4597951,3,3,07:15,30,4,9,22-11-2018
30707,74.58791727,27.47325777,3,3,17:43,30,4,1,29-11-2018
30707,74.70941987,27.47043775,2,7,08:58,30,1,1,25-11-2018
30708,74.71347415,27.47387597,3,7,20:57,30,4,4,02-12-2018
30709,74.71352427,27.47183715,3,7,10:20,50,1,1,02-12-2018
30710,74.70292724,27.45845207,3,4,15:10,30,1,1,07-12-2018
30711,74.59573945,27.45950155,3,4,07:20,40,4,1,07-12-2018
30712,74.58797599,27.45832917,3,7,17:40,30,4,1,09-12-2018
30713,74.58517814,27.47377727,3,2,10:00,30,1,1,12-12-2018
30714,74.58522829,27.47274448,3,7,08:50,40,1,1,09-12-2018
30715,74.72171957,27.47275848,3,2,12:20,70,1,1,05-12-2018
30717,74.59907707,27.4753253,3,5,23:45,70,4,1,15-12-2018
30717,74.59773735,27.47090042,3,3,15:05,30,1,1,20-09-2018
30718,74.58918373,27.47103455,3,4,21:00,30,4,1,07-12-2018
30719,74.5885797,27.4597509,2,2,17:45,30,4,1,19-12-2018
30720,74.59555417,27.47134515,3,7,17:54,40,4,1,23-12-2018
30721,74.71040187,27.47415039,3,3,13:30,40,1,1,27-12-2018
30722,74.70338811,27.47275747,3,2,17:30,30,4,1,27-12-2018
30723,74.71928008,27.47341039,3,4,08:50,30,1,1,14-12-2018
30724,74.59599125,27.47528337,3,2,17:55,30,1,1,05-09-2018
30725,74.59717282,27.45997239,1,2,15:50,40,1,1,30-05-2018
30727,74.70839878,27.4755951,3,3,18:40,30,1,1,17-05-2018
30727,74.58702717,27.47278979,3,1,13:15,70,1,1,15-05-2018
30728,74.58845797,27.47158998,3,1,17:50,40,1,2,22-05-2018
30729,74.58758385,27.47533858,3,3,08:45,70,1,2,14-07-2018
30730,74.70972111,27.47244884,3,7,21:50,70,7,1,27-05-2018
30731,74.70835273,27.4737484,3,3,12:52,40,1,1,31-05-2018
30732,74.7104011,27.47085119,3,4,12:47,70,1,1,01-07-2018
30733,74.58430749,27.47193213,3,2,13:20,30,1,1,07-07-2018
30734,74.59343038,27.47542575,3,7,22:04,40,4,1,11-07-2018
30735,74.72135077,27.47171533,3,7,13:55,70,1,1,10-07-2018
30737,74.58534255,27.45933539,3,1,12:00,40,1,1,12-07-2018
30737,74.70723272,27.47459273,3,1,17:30,70,1,2,19-07-2018
30738,74.71701813,27.47177977,3,5,10:45,40,1,1,17-07-2018
30739,74.7175343,27.47017933,3,3,08:19,40,1,1,12-07-2018
30740,74.59903749,27.45880224,3,7,08:45,40,1,2,15-07-2018
30741,74.59033707,27.47559255,2,1,14:14,70,1,1,10-07-2018
30742,74.59599319,27.47092173,3,3,17:30,30,1,1,28-07-2018
30743,74.70128844,27.45844384,3,4,17:10,30,1,1,29-07-2018
30744,74.70978238,27.47533545,2,1,18:30,70,1,1,10-07-2018
30745,74.58798213,27.45979912,3,4,08:20,30,1,1,20-07-2018
30747,74.59829942,27.47430089,2,3,19:50,30,1,1,27-07-2018
30747,74.71245342,27.45970787,1,1,13:38,30,1,1,24-07-2018
30748,74.59010992,27.47143528,3,7,14:10,30,1,1,17-07-2018
30749,74.70749059,27.47057929,3,5,11:45,70,1,1,14-07-2018
30750,74.59075103,27.47381922,3,1,12:27,30,1,1,17-07-2018
30751,74.71571881,27.47082848,3,1,15:10,40,1,1,17-07-2018
30752,74.59405584,27.4754412,2,3,20:41,70,1,1,19-07-2018
30753,74.59897443,27.47377552,3,1,03:40,70,4,1,24-07-2018
30754,74.70250758,27.47223947,3,7,09:17,40,1,1,05-08-2018
30755,74.71102384,27.47270358,2,1,17:15,70,1,1,21-08-2018
30757,74.70133397,27.47209201,3,7,10:03,30,1,1,20-08-2018
30757,74.59871753,27.47074258,3,4,23:40,70,7,1,03-08-2018
30758,74.70971088,27.45947178,3,3,18:05,70,1,2,23-08-2018
30759,74.72018994,27.47073849,3,3,12:20,30,1,1,23-08-2018
30770,74.71511919,27.4749059,3,7,07:25,30,1,1,27-08-2018
30771,74.58758514,27.4717793,3,7,09:42,70,1,2,09-09-2018
30772,74.59777145,27.45872457,2,1,18:00,40,1,1,18-09-2018
30773,74.58574912,27.4710138,2,7,17:08,30,1,1,01-10-2018
30774,74.71228435,27.47387313,3,4,21:08,30,1,1,05-10-2018
30775,74.58431018,27.47014083,3,7,09:40,70,1,1,08-10-2018
30777,74.58707323,27.47241783,2,4,07:40,70,7,1,19-10-2018
30777,74.5847385,27.45929977,3,4,19:49,30,1,1,12-10-2018
30778,74.59399541,27.47358548,3,5,00:40,70,7,1,13-10-2018
30779,74.71559774,27.45993721,3,4,21:00,70,4,1,27-10-2018
30770,74.5844731,27.47541831,3,5,20:30,40,4,1,27-10-2018
30771,74.5837033,27.47018077,3,7,14:10,30,1,1,29-10-2018
30772,74.72187129,27.47545977,2,7,08:10,40,1,2,21-10-2018
30773,74.70297733,27.47577958,3,4,17:00,30,1,1,02-11-2018
30774,74.58977385,27.45874792,3,1,14:00,30,1,1,07-11-2018
30775,74.58409375,27.47077235,3,1,10:05,70,1,1,13-11-2018
30777,74.59449145,27.47203773,2,4,20:15,50,7,1,23-11-2018
30777,74.59772072,27.47292011,2,4,20:15,70,1,1,23-11-2018
30778,74.59057357,27.47373548,3,4,11:30,30,1,1,23-11-2018
30779,74.59351294,27.4583745,3,3,07:00,70,1,7,07-09-2018
30780,74.70797573,27.47438799,3,3,18:45,30,4,9,07-12-2018
30781,74.70891577,27.47277239,3,5,20:40,30,4,1,15-12-2018
30782,74.59702939,27.47070447,3,3,07:55,30,4,1,13-12-2018
30783,74.59095737,27.47198272,3,1,12:50,70,1,1,18-12-2018
30784,74.70579052,27.45947303,3,4,08:20,30,1,2,21-12-2018
30785,74.70477097,27.47078714,3,3,08:20,70,1,1,27-12-2018
30787,74.70787398,27.47027244,3,4,17:51,40,7,1,14-12-2018
30787,74.59430583,27.47337153,3,7,17:08,70,7,2,30-12-2018
30788,74.71333159,27.47479087,3,2,09:10,70,1,7,21-11-2018
30789,74.71773032,27.47171922,3,7,18:30,30,1,1,28-05-2018
30790,74.7084287,27.45959217,3,1,12:30,20,1,1,15-05-2018
30791,74.71281771,27.47099753,2,1,13:47,50,1,1,15-05-2018
30792,74.58802072,27.47137148,3,3,19:35,70,1,1,17-05-2018
30793,74.71355427,27.47515209,3,4,17:30,30,1,1,08-07-2018
30794,74.70339727,27.47177882,3,2,15:18,70,1,1,27-07-2018
30795,74.70272277,27.47577774,2,3,19:15,30,1,1,31-05-2018
30797,74.72125429,27.4719433,3,7,11:48,30,1,2,04-07-2018
30797,74.70835778,27.47275773,3,2,17:58,40,1,1,07-07-2018
30798,74.70119197,27.45989222,2,7,17:55,30,1,1,18-07-2018
30799,74.70220137,27.47202124,3,7,17:00,70,1,1,17-07-2018
30800,74.71411191,27.47393422,2,7,15:30,70,1,1,09-07-2018
30801,74.70007023,27.47175377,3,7,12:00,70,1,1,24-07-2018
30802,74.5994495,27.45904377,3,7,17:45,40,1,1,25-07-2018
30803,74.58373737,27.47040874,2,3,23:50,40,4,1,12-07-2018
30804,74.72078335,27.47048029,3,3,10:50,70,1,1,12-07-2018
30805,74.72142732,27.47553737,3,7,18:30,40,1,1,09-07-2018
30807,74.70950859,27.47273143,1,1,07:40,70,1,1,24-07-2018
30807,74.71322031,27.47478553,3,4,18:05,70,1,1,13-07-2018
30808,74.70298807,27.4587802,3,7,15:45,70,1,1,15-07-2018
30809,74.71554472,27.47350917,3,3,15:10,30,1,1,19-07-2018
30810,74.70407085,27.47254152,2,5,18:45,30,1,1,04-08-2018
30811,74.71599948,27.45957952,3,1,11:42,70,1,1,07-08-2018
30812,74.71044455,27.47182285,3,5,18:35,40,1,1,07-07-2018
30813,74.5873253,27.47378553,3,1,14:30,40,1,1,21-08-2018
30814,74.59475477,27.47097477,2,1,17:00,70,1,1,04-09-2018
30815,74.72187388,27.47118509,3,4,23:30,40,1,1,31-08-2018
30817,74.59153753,27.47384877,3,7,17:31,30,1,1,02-09-2018
30817,74.70773789,27.47211248,2,3,08:59,50,1,1,27-09-2018
30818,74.7181012,27.47102118,2,7,07:20,30,1,1,17-09-2018
30819,74.59001007,27.47288122,2,3,17:45,70,1,1,27-09-2018
30820,74.58978357,27.4587777,3,4,09:00,40,1,1,19-10-2018
30821,74.70900779,27.47509517,3,2,17:00,70,5,2,31-10-2018
30822,74.59224274,27.45977045,3,7,07:05,50,4,1,29-10-2018
30823,74.72189853,27.47431873,3,2,18:10,40,4,2,31-10-2018
30824,74.70843879,27.47321279,3,4,09:30,70,1,2,09-11-2018
30825,74.58970375,27.47044497,3,7,17:20,70,7,2,11-11-2018
30827,74.71579737,27.45925824,3,7,17:18,50,4,1,18-11-2018
30827,74.712384,27.47019109,3,7,17:30,70,7,8,19-11-2018
30828,74.71719715,27.45855397,2,7,10:40,70,1,1,19-11-2018
30829,74.70704727,27.47419799,3,7,17:00,30,1,1,19-11-2018
30830,74.58545529,27.45997025,3,2,09:25,70,1,8,21-11-2018
30831,74.59418502,27.47244837,3,7,08:38,40,1,1,25-11-2018
30832,74.71230292,27.45851074,2,7,02:55,40,4,1,27-11-2018
30833,74.59540797,27.47109579,1,4,13:45,50,1,1,07-12-2018
30834,74.71587917,27.47512517,3,7,10:57,70,1,1,02-12-2018
30835,74.70337072,27.47528444,3,1,15:07,70,1,1,13-11-2018
30837,74.5980577,27.47118212,3,4,17:35,70,7,1,07-12-2018
30837,74.58878507,27.4584887,1,7,07:40,40,4,1,17-12-2018
30838,74.70855231,27.47154145,1,5,14:15,70,1,1,15-12-2018
30839,74.71147539,27.47044713,2,1,08:50,70,1,1,18-12-2018
30840,74.58745908,27.47017774,2,3,18:55,40,4,8,20-12-2018
30841,74.70745758,27.47237283,3,4,17:00,30,4,8,28-12-2018
30842,74.59225859,27.4719179,2,7,22:30,40,4,1,23-09-2018
30843,74.71391323,27.47282304,3,5,11:45,40,1,1,12-05-2018
30844,74.70190537,27.47050417,3,7,17:10,30,1,1,20-05-2018
30845,74.59774529,27.47407373,3,7,11:20,30,1,1,21-05-2018
30847,74.71041242,27.473577,3,2,07:50,70,1,1,13-07-2018
30847,74.70149519,27.47429225,3,5,08:15,70,1,1,27-05-2018
30848,74.71733417,27.47338517,3,3,13:00,30,1,1,31-05-2018
30849,74.59224775,27.47009094,3,1,15:00,70,1,1,27-07-2018
30850,74.71523391,27.45979279,2,2,10:50,30,1,1,13-07-2018
30851,74.71370813,27.47257131,3,5,19:15,70,1,1,09-07-2018
30852,74.58881927,27.47533325,2,5,20:45,30,1,1,17-07-2018
30853,74.59577955,27.47274914,3,3,12:35,30,1,1,14-07-2018
30854,74.59770249,27.47257987,3,5,11:10,30,1,1,07-07-2018
30855,74.71777918,27.47379774,3,4,14:50,70,1,1,22-07-2018
30857,74.58427093,27.47501391,3,7,17:30,30,1,1,24-07-2018
30857,74.71984377,27.47373751,3,2,09:30,30,1,1,11-07-2018
30858,74.70118285,27.47409459,3,2,17:00,30,1,1,18-07-2018
30859,74.59284952,27.47137527,3,2,08:50,30,1,1,11-07-2018
30870,74.5877707,27.47074897,3,5,08:30,30,1,1,14-07-2018
30871,74.72027412,27.4597099,3,2,14:45,30,1,1,18-07-2018
30872,74.70751281,27.47404407,3,2,00:10,70,7,1,25-07-2018
30873,74.70102247,27.47081877,3,3,15:05,30,1,1,02-08-2018
30874,74.71272737,27.47197204,3,1,19:13,30,1,2,24-07-2018
30875,74.59909792,27.45941304,3,7,15:15,40,1,1,07-08-2018
30877,74.59855953,27.45880751,3,5,07:10,50,1,1,18-08-2018
30877,74.71929884,27.45998941,3,1,19:15,30,1,1,28-08-2018
30878,74.59204912,27.45898977,3,2,18:40,70,1,1,29-08-2018
30879,74.70730935,27.47480787,3,7,22:00,30,4,1,30-07-2018
30870,74.59342428,27.47177417,3,1,11:10,30,1,1,04-09-2018
